"date";"region";"project_type";"sales_channel";"interest_rate";"consumer_conf";"marketing_spend";"construction_progress";"material_index";"unit_price_sqm";"cost_sqm";"avg_unit_size_sqm";"units_sold";"revenue";"construction_cost";"profit";"profit_margin";"water_use_m3";"energy_kwh";"co2_ton";"sediment_tss_mgL";"esg_score";"esg_flag";"schedule_delay_days";"cost_overrun_pct";"at_risk";"year";"month";"kpi_target";"sigma_assumed";"revenue_billion_idr";"construction_cost_billion_idr";"profit_billion_idr"
2013-03-01;"Jawa";"Residential";"Digital";8,5196951983256;81,0436378172215;11,1014105375998;0,464558417222347;122,264274422643;24,3510495960661;12,7619378293166;72,272377178051;562;989068431491,633;518352598389,643;468600448879,443;47,377960306825;2934,64114441227;3883963,55050847;1319,27615203648;160,922464535382;63;"Yellow";45;7,53267067635372;"No";2013;3;18;8;989,068431491633;518,352598389643;468,600448879443
2013-04-01;"Jawa";"Residential";"Direct";5,36512036241502;112,924501687451;5,23550945929023;0,718038448890897;130,46109215107;22,3546958976618;15,2058268423372;62,270415816763;521;725250864891,443;493320916521,528;230728396702,762;31,8135982833055;1844,91055424038;3423228,44048702;1258,85747928973;74,7092384117196;62;"Yellow";41;-7,33842268055838;"No";2013;4;18;8;725,250864891443;493,320916521528;230,728396702762
2013-05-01;"Jawa";"Residential";"Agent";5,70995571266751;104,500807136374;7,62545057258956;0,26170766926473;113,667553379399;23,3578510331717;13,0170798372619;81,0023266803835;524;991429106688,93;552512806782,922;437335693727,06;44,1116455807544;2001,84368052176;2653842,59094857;930,10186855443;NA;66;"Yellow";44;4,06166493031799;"No";2013;5;18;8;991,42910668893;552,512806782922;437,33569372706
2013-06-01;"Jawa";"Residential";"Agent";3,44266389026667;102,182998628312;2,79997753617086;0,324830025461589;124,417909692322;23,287695411724;13,0703995351632;57,1189257535003;441;586604152029,845;329236126652,35;257046374041,212;43,8193922003017;1423,89464383803;3819298,55504;1285,60271013756;NA;52;"Red";65;-1,72836206841545;"Yes";2013;6;18;8;586,604152029845;329,23612665235;257,046374041212
2013-07-01;"Jawa";"Industrial";"Agent";5,87862592963775;95,0247000922589;5,91211933241994;0,136377852997763;102,37167855324;23,2272225141213;13,72194299969;67,996987084631;338;533830828464,94;315371163952,975;217356427979,121;40,7163498976149;1055,24506304734;2958548,54779466;1056,90684595231;72,1572223481644;68;"Yellow";38;2,1474915972995;"No";2013;7;18;8;533,83082846494;315,371163952975;217,356427979121
2013-08-01;"Jawa";"Residential";"Agent";7,45934677124094;125,772113771493;8,44781700022546;0,864197704218405;84,4619398399304;19,0435367740857;11,3793218756441;46,4870671645366;483;427589357591,479;255502798054,535;170219430823,965;39,8090896795877;2236,00209356592;3838339,60523865;1363,46587400814;155,414737424978;48;"Red";39;19,3512639977391;"Yes";2013;8;18;8;427,589357591479;255,502798054535;170,219430823965
2013-09-01;"Jawa";"Residential";"Agent";5,46293172676332;90,2505198947124;9,76135095173596;0,87742558144647;99,0716464989883;21,7277334288046;13,1125289756826;86,2522450263706;539;1010121459499,65;609600948485,893;398598536913,108;39,4604562812228;2552,19732391655;3622069,00637533;1296,57565132078;75,9607895288809;50;"Red";31;10,5973102412663;"Yes";2013;9;18;8;1010,12145949965;609,600948485893;398,598536913108
2013-10-01;"Jawa";"MixedUse";"Digital";4,21552316370246;104,175709278952;7,11225992751528;0,534653854633724;73,3507908509622;17,5281520264211;11,4343109606187;44,5299658099596;463;361384468837,566;235745467451,337;124195261971,336;34,3665189516373;2306,45148318491;3520518,23041778;1291,02313915138;73,2039204695576;65;"Yellow";37;3,22855509277221;"No";2013;10;18;8;361,384468837566;235,745467451337;124,195261971336
2013-11-01;"Jawa";"MixedUse";"Agent";4,39848191636104;99,9408814171407;6,62623378844556;0,603247601093599;129,930213100456;22,5395946681031;15,8150502466492;88,8023331771011;456;912715279499,529;640412492714,286;271116471370,261;29,7043861826136;2348,78413798957;3362817,03353135;1147,5182473301;96,5214668879339;58;"Red";9;18,4093528758406;"Yes";2013;11;18;8;912,715279499529;640,412492714286;271,116471370261
2013-12-01;"Jawa";"Commercial";"Agent";7,50392008486737;123,588431392013;6,01482260706864;0,391547667275285;142,0175891634;26,5176536633737;16,6795841722615;44,0482693351543;386;450869905770,442;283596830983,007;166011938850,297;36,8203636405089;1499,72987648159;3404791,10071004;1125,19987967198;120,044365519645;72;"Yellow";25;-4,32101025058858;"No";2013;12;18;8;450,869905770442;283,596830983007;166,011938850297
2014-01-01;"Jawa";"Commercial";"Agent";8,30337736145758;91,0451517211864;8,19089828035841;0,508593858737741;106,422091312202;21,62317316767;13,0101165340931;57,5327696513915;440;547378058034,592;329343536585,245;216355799058,891;39,5258443196892;3122,57005087064;3352306,69733445;1199,64358748588;NA;48;"Red";24;10,9438192258821;"Yes";2014;1;18;8;547,378058034592;329,343536585245;216,355799058891
2014-02-01;"Jawa";"Residential";"Agent";5,21844023338464;117,047140322269;8,3203874135238;0,754167807252416;117,267299879076;21,7262883820551;12,2807536666512;44,7257411826433;612;594695302833,583;336150675733,732;257038202287,825;43,2218315939437;1851,6086280398;2915797,36763747;1049,29109030241;108,301453131609;61;"Yellow";49;15,6417315991038;"Yes";2014;2;18;8;594,695302833583;336,150675733732;257,038202287825
2014-03-01;"Jawa";"Industrial";"Agent";7,84935870745218;101,520352141717;8,60109311157795;0,252158668246448;109,105424953766;22,8054937941503;12,9461764395134;84,2962404393148;412;792035963942,105;NA;340627469145,55;43,0065659455898;2031,63324724086;3230648,55600365;1176,23600149227;41,2315489866582;60;"Red";34;2,85538181288203;"Yes";2014;3;18;8;792,035963942105;NA;340,62746914555
2014-04-01;"Jawa";"Industrial";"Agent";5,403722998602;97,4358607307952;5,54363450761871;0,768275649659602;118,694886180529;22,7885697777968;13,4615448100849;67,4879286857273;485;745907385426,63;440618511429,224;304124840215,038;40,7724666837949;1697,40025253246;2367681,31860655;817,771712251306;NA;82;"Green";11;-4,70141314868916;"No";2014;4;18;8;745,90738542663;440,618511429224;304,124840215038
2014-05-01;"Jawa";"Residential";"Direct";5,02333418697065;119,249258992952;6,67856151780497;0,476823629401558;96,8498732598638;20,507732893774;11,7006454870657;27,7899204126036;495;282104591155,652;160954203396,515;119700876331,738;42,4313818649243;2156,09403463553;3028940,61490619;1145,15741198151;71,1462277146792;68;"Yellow";58;12,2285810791375;"Yes";2014;5;18;8;282,104591155652;160,954203396515;119,700876331738
2014-06-01;"Jawa";"Commercial";"Direct";8,25049106947541;116,809027613776;11,8577263179338;0,439125834347646;93,0890616495809;19,2744214443257;11,9345245277605;80,9351922846028;478;745669964758,526;461711211915,252;281490997456,55;37,7500785548881;1448,46896260263;3363712,99237825;1279,94420429334;72,0116581672754;68;"Yellow";73;12,3121861103866;"Yes";2014;6;18;8;745,669964758526;461,711211915252;281,49099745655
2014-07-01;"Jawa";"Industrial";"Agent";8,59993407067116;92,7195507670977;5,36682001345675;0,73444392987024;109,613123416045;23,2363283943066;13,601336459674;34,7964394888269;389;314522641521,935;184105173542,54;129205835836,229;41,0799792380666;2565,9568857109;2959167,76158972;1092,44983194394;90,0220818827191;61;"Yellow";50;-2,66545637359026;"Yes";2014;7;18;8;314,522641521935;184,10517354254;129,205835836229
2014-08-01;"Jawa";"MixedUse";"Direct";6,2108081558183;93,9532428910578;6,31954083881413;0,637388197331835;91,3074428654846;20,4775630265276;12,1128553497028;39,6673936177302;376;305421623892,336;180662510772,725;123542450896,775;40,4498048705041;1701,21915614197;2897990,06063339;982,431221354589;77,975285883486;69;"Yellow";12;13,5134971537462;"No";2014;8;18;8;305,421623892336;180,662510772725;123,542450896775
2014-09-01;"Jawa";"Commercial";"Direct";4,34808464171047;86,6420710460636;10,699386907167;0,365838538474068;81,0089251207423;19,1408814015586;10,3783946591199;98,7604010367886;437;826087810932,587;447913820951,251;375982973065,408;45,5136812442436;3010,04514600169;3655455,77464653;1243,45151143329;70,8700843914544;52;"Red";44;14,7069872345984;"Yes";2014;9;18;8;826,087810932587;447,913820951251;375,982973065408
2014-10-01;"Jawa";"Residential";"Agent";6,74321182041792;95,2306974534873;4,75182301523851;0,259336734699879;112,778179306715;20,3068175639381;14,154892022181;60,0757453331754;473;577035025835,743;402222970586,307;NA;30,1494435585806;2803,01033217913;2801407,97007901;956,771664762945;52,6788590606264;73;"Yellow";65;18,3031077567096;"Yes";2014;10;18;8;577,035025835743;402,222970586307;NA
2014-11-01;"Jawa";"Residential";"Agent";4,39908687416978;93,8444551040644;8,61098590000994;0,326282871050579;91,7956714695178;21,0322919689299;12,2334396631579;53,2352456774993;426;476974832034,049;277432570694,307;197775595184,995;41,4645767244332;2614,68413332107;3029512,03428359;1102,63511518494;63,758944630646;65;"Yellow";44;9,1082309978496;"No";2014;11;18;8;476,974832034049;277,432570694306;197,775595184995
2014-12-01;"Jawa";"MixedUse";"Agent";6,84435434998504;101,375750945161;10,3016490385664;0,917499435745269;130,682424738525;25,9834249206201;15,9318115532313;73,6357233693856;485;927954520477,331;568977977128,857;356920763380,844;38,4631741647476;3001,07888663067;3157492,25283661;1194,70025685046;90,4982775618735;55;"Red";40;5,50835917168565;"Yes";2014;12;18;8;927,95452047733;568,977977128857;356,920763380844
2015-01-01;"Jawa";"Residential";"Direct";8,43274558265187;111,970933849016;5,42155576138997;0,292913935792198;87,6810845437225;19,9868228318565;11,3227663679795;20;502;200667701231,839;113680574334,514;85822430420,4989;42,7684325348128;2259,11383847721;3315529,40166706;1172,73938447829;57,3348722357978;67;"Yellow";73;10,0048469188185;"Yes";2015;1;18;8;200,667701231839;113,680574334514;85,8224304204989
2015-02-01;"Jawa";"Residential";"Direct";6,16680136702114;98,4773990135428;8,70065724332332;0,430333099214963;104,185625499186;22,2648233810589;13,2572847717992;73,674944628721;535;877592401925,753;522550400996,879;353352668586,934;40,2638705407603;1179,05931197039;4047081,09392479;1322,10770922346;47,7273629923477;59;"Red";29;-0,273179026574804;"Yes";2015;2;18;8;877,592401925753;522,55040099688;353,352668586934
2015-03-01;"Jawa";"Commercial";"Direct";6,2787608918338;102,947332184063;8,07540828680857;0,989040051135429;115,012167779714;21,8997392188922;13,8537391220013;52,1230152356876;490;559325416072,313;353828341110,384;204058581023,658;36,4829802401248;1077,10054599256;3849049,06846763;1391,94020824104;59,6432972147284;52;"Red";41;5,9614358577022;"Yes";2015;3;18;8;559,325416072313;353,828341110384;204,058581023658
2015-04-01;"Jawa";"Residential";"Digital";3,43885991438681;83,6714907162142;5,15483682711182;0,576460948291266;100,615819387231;20,6902100462858;12,3360697194502;63,5232863788866;410;538867156583,908;321287352727,203;216579771102,552;40,1916814666414;1577,91207260787;3482739,03381014;1205,01294913288;64,4504949540374;61;"Yellow";25;16,3989923687113;"Yes";2015;4;18;8;538,867156583908;321,287352727203;216,579771102552
2015-05-01;"Jawa";"Residential";"Direct";5,56162695722433;83,4365685472591;4,89095810034933;0,392104219336571;88,1554337097174;19,8920106571655;10,9161469138295;72,8365360786637;408;591136981978,381;324398486039,887;265850488325,774;44,9727383720846;1238,38033986225;3172534,5745116;1018,32156528817;346,997080409807;73;"Yellow";28;19,2245426734141;"Yes";2015;5;18;8;591,136981978381;324,398486039887;265,850488325774
2015-06-01;"Jawa";"Industrial";"Direct";8,81840903403856;92,147754920444;5,04822560078406;0,272015670985695;92,0436001726547;20,9354088097414;12,6745740396936;72,4292629442655;314;476129576071,306;288255157529,844;186859740012,147;39,2455645276198;1716,30238704901;3914778,36699915;1474,36113486396;50,7339591179066;57;"Red";11;-2,97733115949896;"Yes";2015;6;18;8;476,129576071306;288,255157529844;186,859740012147
2015-07-01;"Jawa";"Commercial";"Direct";4,22024927726439;108,945758961458;10,798947134145;0,527907823357212;73,5052790732449;20,5531307475347;11,0409829721845;36,5376539435902;510;382991221142,502;205739923667,721;175091674289,389;45,7168897415122;2884,27882654094;3556610,1034117;1189,79428634834;219,759112364136;66;"Yellow";55;0,591827519756453;"Yes";2015;7;18;8;382,991221142502;205,739923667721;175,091674289389
2015-08-01;"Jawa";"Commercial";"Direct";7,03434980619999;105,764709817421;2,70310125602418;0,506668414616129;128,187269964972;24,3758837551355;15,2981798299682;86,5837778419709;316;666935728787,009;418565448395,897;247736462066,925;37,1454776485728;2416,36862889864;2464470,66035822;945,624591376537;85,3477527162265;72;"Yellow";23;8,87727195725256;"No";2015;8;18;8;666,935728787009;418,565448395897;247,736462066925
2015-09-01;"Jawa";"Residential";"Direct";5,13229778550782;126,555136975586;8,66524761105867;0,306149875082042;121,10244282612;23,0452801738901;14,6158343263622;59,8463757642195;462;637179541557,794;404113577499,808;231221366556,654;36,2882596624741;2004,59126752622;2792223,4723382;875,248775387857;76,7153822693968;72;"Yellow";14;10,1530864139995;"No";2015;9;18;8;637,179541557794;404,113577499808;231,221366556654
2015-10-01;"Jawa";"MixedUse";"Agent";4,86406075984688;104,556658034442;7,818658722193;0,74752909094605;104,176078311568;21,1592534813166;12,9276452188001;81,3243003188926;455;782946475510,364;478355924496,359;302839831546,353;38,6795063288262;1949,45112209916;3346115,73210573;1207,78656195772;110,803552025787;47;"Red";34;6,87133681480594;"Yes";2015;10;18;8;782,946475510364;478,355924496359;302,839831546353
2015-11-01;"Jawa";"Residential";"Direct";8,83386938051772;104,601001741767;6,35234604015607;0,770663886028261;115,702323805275;23,5649958272936;16,2461854082369;89,3672255117508;496;1044545394955,48;720130751481,477;323035135827,431;30,9259068478492;2556,48445514802;3671288,71700579;1144,95956339703;214,761943825375;72;"Yellow";55;18,5884609465411;"Yes";2015;11;18;8;1044,54539495548;720,130751481477;323,035135827431
2015-12-01;"Jawa";"Commercial";"Direct";3,07809998696028;87,1689961822925;7,75996312131968;0,300858017687631;105,926505158688;22,0794699656013;13,5181190811282;61,230911875211;387;NA;320330255413,79;201394730096,259;38,492646058772;2925,10580364137;2712109,63827948;716,824939070559;118,667799701981;67;"Yellow";57;12,886287379513;"Yes";2015;12;18;8;NA;320,33025541379;201,394730096259
2016-01-01;"Jawa";"Industrial";"Direct";9,15548936208547;94,4103331729539;7,79735929500447;0,420078442789367;85,4377827335638;18,6870276182785;12,329618379483;62,9342140896223;343;403386315111,807;266152511059,039;135736964832,515;33,6493727594336;872,954307643447;2922677,0745876;1003,93745806829;99,3521332329903;84;"Green";37;4,35075871093164;"No";2016;1;18;8;403,386315111807;266,152511059039;135,736964832515
2016-02-01;"Jawa";"Residential";"Digital";4,42467051975647;104,20627767211;8,46052967219537;0,616861397756004;98,647490193972;21,7782840770536;12,6416123886758;69,3717057458378;631;953312726939,499;553368205526,279;398276448798,039;41,7781529128075;1506,9298705487;4202035,5607008;1542,79545691421;84,4166436531106;46;"Red";74;7,53182709569036;"Yes";2016;2;18;8;953,312726939499;553,368205526279;398,276448798039
2016-03-01;"Jawa";"Residential";"Agent";4,1508511178727;100,644267965476;8,89849851039221;0,954007823892626;118,144331412088;21,371733003184;14,5937555277392;75,0795011429072;612;982002380092,337;670563433512,413;309679242500,878;31,5354879762877;2377,86811451858;3111885,32613467;967,338152395552;156,447990314327;51;"Red";40;10,8627557846614;"Yes";2016;3;18;8;982,002380092337;670,563433512413;309,679242500878
2016-04-01;"Jawa";"Residential";"Digital";6,97138907250646;110,54265586066;10,8445929298695;0,507803769642892;97,7814214734154;19,006931186568;12,8468172832451;71,8807061317843;591;807442896337,448;545752034038,611;259531797293,768;32,1424336595196;2784,19215500438;4351365,47436162;1351,62259203554;120,856978304785;37;"Red";41;18,0931791562505;"Yes";2016;4;18;8;807,442896337448;545,752034038611;259,531797293768
2016-05-01;"Jawa";"Residential";"Agent";6,70224953464448;97,346171249728;7,10529895334548;0,121968189882653;90,2950954940648;20,3615542454592;11,0816174897959;75,3097348127119;404;619502993242,474;337159684478,786;280820463005,704;45,3299606408505;3647,34312184993;3042232,3091544;1077,38883737455;132,242933317214;50;"Red";23;18,8863901374834;"Yes";2016;5;18;8;619,502993242474;337,159684478786;280,820463005704
2016-06-01;"Jawa";"Commercial";"Agent";5,05671668597852;107,915770888733;10,3705596016688;0,56882137332713;108,767259192143;25,9695203058862;13,61097876839;54,9370379978962;590;841746229060,649;441170646094,685;398424557095,257;47,3330967624151;1684,0301628866;3382753,33764285;1211,98837958669;51,8653495297382;60;"Red";34;6,84069913104974;"Yes";2016;6;18;8;841,746229060649;441,170646094685;398,424557095257
2016-07-01;"Jawa";"MixedUse";"Direct";4,44278619316371;113,927034559461;11,8697337436916;0,607762467670755;102,454896510338;22,2857829955687;13,4247118607074;61,2277143793109;500;682253777985,992;410982211715,972;268973108454,861;39,4242021273767;1705,06402536306;3804729,54929625;1403,30316799441;95,266858701982;54;"Red";56;7,57992731121151;"Yes";2016;7;18;8;682,253777985992;410,982211715972;268,973108454861
2016-08-01;"Jawa";"Residential";"Agent";4,88867809678861;109,855989307271;9,6912495379103;0,416947717794849;106,019318291451;20,1576896559367;13,2482398370605;79,1200927555085;553;881967686248,898;579655686509,766;300334126547,482;34,0527358575726;1083,46656630357;3138239,88325143;1121,52834664002;128,919265517822;54;"Red";62;6,36421506383858;"Yes";2016;8;18;8;881,967686248898;579,655686509766;300,334126547482
2016-09-01;"Jawa";"Commercial";"Direct";8,29199029352625;106,090735014329;4,13338613391881;0,617796101012864;115,497966081794;21,137180232566;14,4811414339159;74,3060759001123;317;497886831220,104;341103663859,294;NA;31,329383465792;2025,58995478135;2878130,38306544;1177,61434272594;73,2886798058813;66;"Yellow";29;8,64055715444146;"No";2016;9;18;8;497,886831220103;341,103663859294;NA
2016-10-01;"Jawa";"Commercial";"Direct";6,25213269369332;101,676532800066;9,51418748343464;0,489884758581498;127,996001040947;24,2899181729901;13,9333507993247;37,6965144483444;391;358017293280,675;205368355050,753;150681395345,09;42,0877421770126;1699,61344807462;3424325,15846609;1380,98122707114;65,0844224041718;51;"Red";45;15,1347984482076;"Yes";2016;10;18;8;358,017293280675;205,368355050753;150,68139534509
2016-11-01;"Jawa";"Residential";"Direct";8,76624836183255;94,0363028769973;4,43853573746514;0,461263285767772;78,8692710512886;18,0164545097526;11,6315315454716;83,3246120031373;632;948767299632,697;612529883114,119;335161615201,885;35,3260083195994;2808,86317936901;3398833,6403534;1207,79987019352;116,483913767286;42;"Red";27;11,0281787661953;"Yes";2016;11;18;8;948,767299632697;612,529883114119;335,161615201885
2016-12-01;"Jawa";"Commercial";"Agent";7,61202982671937;70,8849338307318;4,34933969635086;0,773498392120534;115,835308569196;23,0799472172658;14,0607589080871;71,6919521943732;347;574162325974,461;349791009642,949;223638202135,46;38,9503441828763;2361,45827412684;3051360,41231247;1080,66777182398;113,441858914572;59;"Red";69;6,87877336438074;"Yes";2016;12;18;8;574,162325974461;349,791009642949;223,638202135461
2017-01-01;"Jawa";"MixedUse";"Agent";7,2396814008202;110,681743512493;4,31539246674108;0,591747384151154;95,1842662921905;20,9703449993735;11,3885089813195;56,8003981020297;444;528859031269,788;287211098703,806;240772018930,54;45,5266913665911;1814,22498186029;2681616,76626558;869,985718029442;66,0349332955887;72;"Yellow";44;13,4738257486923;"No";2017;1;18;8;528,859031269788;287,211098703806;240,77201893054
2017-02-01;"Jawa";"Residential";"Agent";8,25605065130784;122,677435704588;4,81066562268162;0,421373687732721;109,926557304175;21,4550352875201;13,4507690882915;67,575571458649;497;720568626299,167;451744873626,714;267826994568,155;37,1688392740206;2601,24089798628;3374105,47168027;1088,40671415786;NA;60;"Red";36;6,98689438746987;"Yes";2017;2;18;8;720,568626299167;451,744873626714;267,826994568155
2017-03-01;"Jawa";"Residential";"Direct";5,46982220583346;98,0609556903889;4,96664926650484;0,354484335619729;109,20762555432;20,2493135361887;14,8668095640933;61,9083999973323;427;535288311083,79;393002427887,028;141347979180,563;26,4059528769418;2754,19107414491;3039250,48764359;1234,8823484341;65,6705947249792;55;"Red";35;0,436668565222393;"Yes";2017;3;18;8;535,28831108379;393,002427887028;141,347979180563
2017-04-01;"Jawa";"Residential";"Direct";7,62564538159197;116,738350105088;13,2567993975607;0,170943892535851;100,595851554143;22,8683820354531;13,6558371565036;58,3429622927326;490;653762483887,22;390393776225,818;260996946846,332;39,9222887943134;1766,14022933214;3208092,6779715;1093,60986142466;235,357679498443;76;"Yellow";52;24,0184555960409;"Yes";2017;4;18;8;653,76248388722;390,393776225818;260,996946846332
2017-05-01;"Jawa";"Residential";"Agent";7,79010803893489;81,7737278009306;5,73523360312528;0,209617079341794;122,034222833651;21,0304628617404;14,5276676348855;51,9812821641244;406;443835312167,657;306597716949,333;136095068714,022;30,6634161327416;2619,69608399681;3011170,52307747;NA;80,1483137956816;71;"Yellow";14;11,0581466933006;"No";2017;5;18;8;443,835312167657;306,597716949333;136,095068714022
2017-06-01;"Jawa";"Residential";"Agent";5,39490080805418;81,9021864013572;1,21623335398908;0,620738031182066;90,7582889010998;19,6146873026562;12,8591867065859;58,2699028409181;373;426318829421,027;279490227882,232;146775832689,477;34,4286535241266;2611,70839163199;2459310,87116361;828,951346411788;49,420300635694;79;"Yellow";42;14,3838248302651;"Yes";2017;6;18;8;426,318829421027;279,490227882232;146,775832689477
2017-07-01;"Jawa";"Residential";"Direct";10,0927237586885;99,7337593933002;5,16772574000943;0,83744440499133;79,9752638290432;17,4653822523014;11,0253731719414;56,7020467647005;445;440693699948,847;278196745211,194;161579116225,951;36,6647211531969;2142,46163229806;2272122,26326453;867,699229554892;62,2628728560283;92;"Green";18;11,3287088092617;"No";2017;7;18;8;440,693699948847;278,196745211194;161,579116225951
2017-08-01;"Jawa";"Industrial";"Direct";7,66920516703478;102,504169617032;4,98184603590001;0,473241546960704;117,0089324701;22,5503002458602;13,4359320567391;52,9602637317655;455;543392780954,319;323764579869,179;218562856157,706;40,2218917545907;2257,63655866079;2057076,75812597;720,434113476154;119,251189216031;70;"Yellow";20;22,7307460329118;"Yes";2017;8;18;8;543,392780954319;323,764579869179;218,562856157706
2017-09-01;"Jawa";"Commercial";"Direct";6,85386621271048;103,720135843286;11,4914877636788;0,245245985648148;79,0436436178332;18,31362382083;10,2826295262475;73,7858197190331;370;499975725889,003;280723531930,682;217041194656,597;43,4103464264545;1601,38898522028;1985990,3405287;725,707424440557;62,541583014994;86;"Green";50;7,99918501995099;"Yes";2017;9;18;8;499,975725889003;280,723531930682;217,041194656597
2017-10-01;"Jawa";"MixedUse";"Direct";7,12485979858557;92,782929900867;6,50608103852028;0,249958677022442;72,8709640603022;18,9861854308274;10,5658111293859;52,5660848437904;282;281444300449,141;156623737444,355;123541857752,718;43,8956687186644;3291,08880226268;2304332,58793329;732,037987540498;88,5514232839079;62;"Yellow";12;10,9361837320372;"No";2017;10;18;8;281,444300449141;156,623737444355;123,541857752718
2017-11-01;"Jawa";"Residential";"Direct";6,82585221109867;130;5,42357378685791;0,826461472042323;73,6689679248747;18,6544023462511;10,4061928387767;102,847676482909;404;775099022745,66;432382112818,513;341748456756,408;44,0909415091017;1550,40135753751;3204423,07581662;1202,71799932108;96,0937391043645;59;"Red";52;2,89022635424819;"Yes";2017;11;18;8;775,09902274566;432,382112818513;341,748456756408
2017-12-01;"Jawa";"Residential";"Direct";8,80742649368479;89,6011630637962;6,60989853688129;0,404464111708168;88,6866115117949;20,543852352836;12,595899252036;49,7177222872508;432;NA;270535429859,436;169477080188,072;38,4090987780036;2552,8957634685;3492017,70772991;1090,09185451484;NA;58;"Red";41;13,1334495132592;"Yes";2017;12;18;8;NA;270,535429859436;169,477080188072
2018-01-01;"Jawa";"Residential";"Digital";5,82408590258986;90,9849614301813;11,1447128392528;0,576971694260873;72,8882709051005;20,1390525060711;11,4336449192644;65,3170212350958;586;770837831233,54;437631613999,876;330923343959,354;42,9303454696549;1921,54938904846;3181812,7116645;1336,00101761338;59,7818470650886;59;"Red";58;10,6859031212818;"Yes";2018;1;18;8;770,83783123354;437,631613999876;330,923343959354
2018-02-01;"Jawa";"Industrial";"Agent";7,55466297069641;109,10023210381;7,58733939852257;0,17481238332624;109,642283604959;24,1222027053676;14,3886643973945;60,76835536803;340;498394639328,207;297287660266,544;199379104217,12;40,0042633857109;1823,58009473641;3850931,17752165;1286,09045694546;NA;71;"Yellow";12;7,5546832658636;"No";2018;2;18;8;498,394639328207;297,287660266544;199,37910421712
2018-03-01;"Jawa";"Residential";"Direct";5,04564649038809;103,37899832959;8,41722566443145;0,51668589370762;117,043636708218;20,9008846206815;13,7459980862492;78,7794890500799;551;907255117122,69;596679390850,666;308953771171,626;34,0536818520744;2437,73954235693;4044576,07809578;1369,70142266363;121,112820033067;48;"Red";34;18,7020585303053;"Yes";2018;3;18;8;907,25511712269;596,679390850666;308,953771171626
2018-04-01;"Jawa";"MixedUse";"Digital";2,91824352575249;70,5487051846644;6,73211454023293;0,384196130796004;98,4722904888773;21,3782703729274;15,3005495746791;29,1034410381488;428;266293566994,729;190587818946,32;74394979236,4435;27,9372048209922;1636,64587799005;2445154,65959146;760,279926594177;93,9966491650997;86;"Green";45;16,8476103219075;"Yes";2018;4;18;8;266,293566994729;190,58781894632;74,3949792364435
2018-05-01;"Jawa";"Commercial";"Agent";4,49945952278172;106,350377233055;8,02008599365108;0,322787956105176;109,304220985558;21,3373938712594;14,2203738676711;75,2087972261314;460;738189475338,917;491968718758,99;244536390114,128;33,1265072564;2724,95295113855;3708976,25038154;1254,05801892807;129,261066864757;50;"Red";62;-2,19398794611645;"Yes";2018;5;18;8;738,189475338917;491,96871875899;244,536390114128
2018-06-01;"Jawa";"Residential";"Digital";8,63409681583567;99,0841289238705;10,4118365882369;0,0316908661505972;115,052830001122;25,1233454676502;13,8604593244846;55,535289063468;409;570649991390,014;314825547591,317;253826814398,977;44,4802975955006;2419,55136363492;3296655,32177016;1079,07062895256;51,0162764553025;58;"Red";44;-1,46754460785894;"Yes";2018;6;18;8;570,649991390014;314,825547591317;253,826814398977
2018-07-01;"Jawa";"Residential";"Direct";8,22136034247343;102,246286027065;6,71026872996511;0,758472475001814;92,2390622167007;20,0277986648195;11,9048888570801;47,6414890970487;424;404561360332,624;240478652258,93;162706820779,87;40,2180822820289;2822,32788082574;4037679,7095413;1436,73073526701;58,7554634175633;34;"Red";29;0,45230846723306;"Yes";2018;7;18;8;404,561360332624;240,47865225893;162,70682077987
2018-08-01;"Jawa";"Residential";"Direct";6,10501963651731;104,243101910616;6,43233042284866;0,744970501633695;103,872267813072;19,8561285581635;13,3766611532388;74,1793841014181;443;652501516477,834;439576711156,515;211868433403,068;32,4701825287276;2948,45967753725;3044145,07657348;1190,86921708594;89,453801748287;50;"Red";32;2,51877248459606;"Yes";2018;8;18;8;652,501516477834;439,576711156515;211,868433403068
2018-09-01;"Jawa";"Commercial";"Agent";6,95366306032723;103,178397596137;6,58502095154753;0,807176125839006;75,1672727678284;20,4369737186972;11,8838259417353;72,1313644962858;390;NA;334306666439,353;239315609711,529;41,6260964159848;3010,10462969925;3569857,35390747;1270,10349416436;106,330420366595;46;"Red";33;3,2756285772906;"Yes";2018;9;18;8;NA;334,306666439353;239,315609711529
2018-10-01;"Jawa";"Residential";"Direct";4,04720080399541;100,867382213325;6,94217012395841;0,224530312474049;120,091180009819;24,3024920617095;13,2563574862252;78,1027295635467;368;698497475199,466;381011634977,92;NA;45,2454916943927;2131,38547848193;2545274,58583306;696,759739771023;46,1395142499716;84;"Green";0;6,90754384808364;"No";2018;10;18;8;698,497475199466;381,01163497792;NA
2018-11-01;"Jawa";"MixedUse";"Direct";6,45755856800566;93,2861267645724;8,03616263958322;0,504591234550176;125,070669989623;24,2580780528142;16,2609821108213;56,5636907729217;461;632550282259,125;424019116502,815;207115307353,731;32,7429001555462;2810,32172040272;3654612,0896023;1224,60165495082;74,9419387449474;50;"Red";48;25,7125429457395;"Yes";2018;11;18;8;632,550282259125;424,019116502815;207,115307353731
