"date";"mill_site";"product_grade";"maintenance_level";"downtime_hours";"capacity_util";"wood_cost_index";"energy_cost_index";"production_ton";"defect_rate";"waste_ton";"water_withdrawal_m3";"co2_ton";"effluent_bod_mgL";"esg_score";"esg_flag";"price_index";"revenue";"opex";"ebitda";"compliance_issue";"year";"month";"kpi_target";"sigma_assumed";"revenue_billion_idr";"opex_billion_idr";"ebitda_billion_idr";"business_unit_id";"time_id";"row_id"
2023-02-01;"Jambi";"Printing";"Medium";61,8967076414266;0,707424108209078;118,978252156372;135,182246806581;244082,458465149;0,0122430844551383;4073,17559842385;9811370,46051587;102942,706680645;26,3657639660636;64;"Yellow";108,968818967611;3191685267558,98;2139859422791,28;1051701019335,9;"No";2023;2;260000;40000;3191,68526755898;2139,85942279128;1051,7010193359;"BU_APP";202302;"RID_BU_APP_Jambi_202302"
2023-03-01;"Jambi";"Printing";"Low";19,8285669945371;0,69165437161973;110,406108299776;127,542411527531;334693,12392731;0,0315450382746918;11940,8612947172;10647798,6870921;140001,356724438;41,8803978250339;56;"Red";103,596935233942;4160781825929,19;2753918364211,64;1405698821463,26;"Yes";2023;3;260000;40000;4160,78182592919;2753,91836421164;1405,69882146326;"BU_APP";202303;"RID_BU_APP_Jambi_202303"
2023-04-01;"Jambi";"Packaging";"High";53,668330684416;0,729657975885586;99,8391051589591;111,770428560314;204633,64988801;0,001;148,329119472322;9334707,96097549;85726,5192332264;28,0231939162112;79;"Yellow";101,999301738685;2504698728097,86;1491466248945,43;NA;"No";2023;4;260000;40000;2504,69872809786;1491,46624894543;NA;"BU_APP";202304;"RID_BU_APP_Jambi_202304"
2023-05-01;"Jambi";"Printing";"Medium";52,3343495787131;0,769284907812871;93,0330732569748;127,012397236319;NA;0,0492800325523771;11485,8142682745;10018023,8542012;89806,6691502003;20,6356900231196;62;"Yellow";124,865928727955;3222967100372,98;1606458928904,63;1617278301217,83;"Yes";2023;5;260000;40000;3222,96710037298;1606,45892890463;1617,27830121783;"BU_APP";202305;"RID_BU_APP_Jambi_202305"
2023-06-01;"Jambi";"Tissue";"Medium";43,0351624945896;0,698499389936845;123,438384493728;130,719499155855;214536,631664511;0,0427126552529052;8946,47343636968;12847356,5542594;89761,0896693465;32,1612418391578;65;"Yellow";120,278299198387;3096492140682,97;1910688458149,66;1185410624751,86;"Yes";2023;6;260000;40000;3096,49214068297;1910,68845814966;1185,41062475186;"BU_APP";202306;"RID_BU_APP_Jambi_202306"
2023-07-01;"Jambi";"Packaging";"Medium";66,356295391059;0,640166710532595;105,557442161244;148,596823021718;183969,454795262;0,0283884297920578;4255,29527936188;17505002,4179706;77902,3629216876;11,8626345057031;67;"Yellow";115,36266313283;2546784748833,14;1565813032228,45;981325240630,672;"No";2023;7;260000;40000;2546,78474883314;1565,81303222845;981,325240630672;"BU_APP";202307;"RID_BU_APP_Jambi_202307"
2023-08-01;"Jambi";"Packaging";"Medium";59,4734268002806;0,854376504122001;90,8424326473175;95,2140345089656;243335,828782084;0,0261792682565352;7390,0610924968;8798065,9376903;102647,782034892;30,0480350990347;73;"Yellow";119,936181154879;3502172405073,68;1588739610814,83;1913420165836,41;"No";2023;8;260000;40000;3502,17240507368;1588,73961081483;1913,42016583641;"BU_APP";202308;"RID_BU_APP_Jambi_202308"
2023-09-01;"Jambi";"Packaging";"Low";31,0191542910468;0,550023714638598;101,981432814068;117,949513736555;222240,676429332;0,0389191772170489;8828,40993108052;13402426,0097421;93110,1764194468;52,2598354175534;58;"Red";78,0360722657888;2081134738348,45;1692885330327,61;388922731560,32;"Yes";2023;9;260000;40000;2081,13473834845;1692,88533032761;388,92273156032;"BU_APP";202309;"RID_BU_APP_Jambi_202309"
2023-10-01;"Jambi";"Tissue";"Low";57,1083290635833;0,565529584442525;81,9834836080884;87,8135024923994;191041,703845902;0,0242184951757418;2307,48147901443;11964100,9774124;79787,6519971152;70,4246125802085;53;"Red";103,130018842359;2364256142076,51;1128817889185,67;1235677947309,56;"Yes";2023;10;260000;40000;2364,25614207651;1128,81788918567;1235,67794730956;"BU_APP";202310;"RID_BU_APP_Jambi_202310"
2023-11-01;"Jambi";"Printing";"High";43,8886519967256;0,83019321568495;119,693275502125;123,576335325017;NA;0,0295230168520938;5613,71104493597;13163413,7011399;96857,8086106059;36,4207582824298;64;"Yellow";143,425213745057;3970754772152,05;1966633961260,16;2004049300859,45;"No";2023;11;260000;40000;3970,75477215205;1966,63396126016;2004,04930085945;"BU_APP";202311;"RID_BU_APP_Jambi_202311"
2023-12-01;"Jambi";"Packaging";"High";55,8369772886589;0,667846434953409;94,9414118240723;124,10191190679;238820,813203528;0,0407726223418997;10131,6716865605;11169721,8577926;100374,883989104;69,3550642330365;58;"Red";90,1991448629341;2584971975171,45;1781545664448,65;804830459532,073;"Yes";2023;12;260000;40000;2584,97197517145;1781,54566444865;804,830459532073;"BU_APP";202312;"RID_BU_APP_Jambi_202312"
2024-01-01;"Jambi";"Tissue";"Low";61,344627188899;0,803879706614553;129,930414373674;114,481786120043;240004,314171867;0,0292276154106102;8495,44903626889;13414371,5398634;100120,339846489;80,0339426245913;36;"Red";108,646132869753;3129064872819,67;2107167661777,22;1020716883168,55;"Yes";2024;1;260000;40000;3129,06487281967;2107,16766177722;1020,71688316855;"BU_APP";202401;"RID_BU_APP_Jambi_202401"
2024-02-01;"Jambi";"Packaging";"High";23,6406282509585;0,734303861396449;86,6444392746729;111,456422673931;NA;0,0409630309277623;6227,6954452137;14598400,4758463;94544,649222668;12,261673452809;55;"Red";93,1148843031753;2524960634661,17;1523169641603,22;1001828349719,45;"Yes";2024;2;260000;40000;2524,96063466117;1523,16964160322;1001,82834971945;"BU_APP";202402;"RID_BU_APP_Jambi_202402"
2024-03-01;"Jambi";"Tissue";"High";23,1746771670013;0,645845635478528;122,485895468464;143,983169130641;211124,787629595;0,0258368940786214;5209,63631101227;11931231,7705993;88635,3480342314;25,7747496241485;73;"Yellow";101,710979070152;2576845062694,08;1934071062823,61;643456788271,655;"No";2024;3;260000;40000;2576,84506269408;1934,07106282361;643,456788271655;"BU_APP";202403;"RID_BU_APP_Jambi_202403"
2024-04-01;"Jambi";"Packaging";"Medium";34,9926196406376;0,755684004113954;122,489320557255;121,959378113232;262364,856352271;0,0254898856178596;6616,31354109608;14469303,7448262;110998,041303337;51,9651989221725;52;"Red";103,156429354999;3247754612344,49;2259339179740,57;988931301156,915;"Yes";2024;4;260000;40000;3247,75461234449;2259,33917974057;988,931301156915;"BU_APP";202404;"RID_BU_APP_Jambi_202404"
2024-05-01;"Jambi";"Packaging";"Medium";86,945254243935;0,713905381573365;132,208973547455;95,253497079571;194269,963884919;0,0139733142612315;3759,93041505789;9524229,24538085;81619,7317899176;83,8969092388459;67;"Yellow";86,0616100777459;2006302305801,8;1625932660003,81;380078187546,28;"Yes";2024;5;260000;40000;2006,3023058018;1625,93266000381;380,07818754628;"BU_APP";202405;"RID_BU_APP_Jambi_202405"
2024-06-01;"Jambi";"Tissue";"Medium";39,466021216851;0,57787610399145;130,59369472029;141,742242493608;213925,706400944;0,0233171135961759;5504,50343514682;11680157,108218;90946,9628386963;28,7051462586199;61;"Yellow";119,391253681279;3064902993823,44;2026247418432,39;1039037391323,82;"No";2024;6;260000;40000;3064,90299382344;2026,24741843239;1039,03739132382;"BU_APP";202406;"RID_BU_APP_Jambi_202406"
2024-07-01;"Jambi";"Tissue";"Medium";26,971000210422;0,739171048276519;96,0609023465171;89,563074520424;NA;0,0128274196124921;3026,99410037656;11803476,9180556;84647,9539862656;38,0284403948681;67;"Yellow";104,253200197411;2501490522512,75;1318109971221,69;1182506932309,01;"No";2024;7;260000;40000;2501,49052251275;1318,10997122169;1182,50693230901;"BU_APP";202407;"RID_BU_APP_Jambi_202407"
2024-08-01;"Jambi";"Packaging";"Medium";61,1537751440737;0,757945001881238;117,506437625612;176,779861244708;222352,688951479;0,0123480499404622;3153,3494140279;12818950,1903674;93635,544565979;58,2045039631066;66;"Yellow";112,242451779526;2994889316122,12;2164747893216,2;NA;"Yes";2024;8;260000;40000;2994,88931612212;2164,7478932162;NA;"BU_APP";202408;"RID_BU_APP_Jambi_202408"
2024-09-01;"Jambi";"Tissue";"High";50,5016289896756;0,431977364752584;126,79943525632;125,529193403898;158123,942940577;0,0319109755653807;3287,96979153666;10057083,0796123;66059,4872825193;17,9670879671584;74;"Yellow";112,16116600254;2128243897576,11;1405056414903,99;723528934458,419;"No";2024;9;260000;40000;2128,24389757611;1405,05641490399;723,528934458419;"BU_APP";202409;"RID_BU_APP_Jambi_202409"
2024-10-01;"Jambi";"Tissue";"Low";35,3687541959891;0,56365985790956;136,477023917283;142,858393515564;178429,67219257;0,0101440092133214;1959,7342978812;11041880,6327923;74844,3288735843;20,4075492235642;81;"Green";91,3811672499564;1956613406038,1;1736993655491,27;220148254142,16;"No";2024;10;260000;40000;1956,6134060381;1736,99365549127;220,14825414216;"BU_APP";202410;"RID_BU_APP_Jambi_202410"
2024-11-01;"Jambi";"Packaging";"Medium";57,5591259152266;0,707159401412212;97,7516732988879;93,4709471093232;225079,744080411;0,0282027511100781;6237,00897478327;10159257,4938592;94708,0493004335;26,6701170934398;70;"Yellow";104,391612491565;2819572490849,14;1528520911737,12;1291474691516,7;"No";2024;11;260000;40000;2819,57249084914;1528,52091173712;1291,4746915167;"BU_APP";202411;"RID_BU_APP_Jambi_202411"
2024-12-01;"Jambi";"Tissue";"Medium";28,4816523956978;0,761108492329204;110,823202588898;143,649723684094;224544,440662609;0,0256393317539391;7255,7075246425;13172708,6605414;94807,8672215448;28,9309475467913;62;"Yellow";98,4895012316431;2653832395823,84;1940718118148,21;712460701830,785;"No";2024;12;260000;40000;2653,83239582384;1940,71811814821;712,460701830785;"BU_APP";202412;"RID_BU_APP_Jambi_202412"
2025-01-01;"Jambi";"Packaging";"Low";36,8258955254118;0,654601484360328;125,268767640393;119,805270507804;244877,997511019;0,0324116405819699;7748,25361640738;10662136,7523529;102269,719190452;40,6049141571388;59;"Red";109,814800196391;3226947404299,78;2129338799233,61;1097448310764,67;"Yes";2025;1;260000;40000;3226,94740429978;2129,33879923361;1097,44831076467;"BU_APP";202501;"RID_BU_APP_Jambi_202501"
2025-02-01;"Jambi";"Packaging";"Low";72,6058416389646;0,747081402068887;119,617437646397;146,406314252736;271325,507038746;0,0262434757399007;5487,57332905038;11660835,57038;113870,547754719;33,5379052978927;57;"Red";125,445105972117;4084374838009,67;2464556119269,33;1619285058138,67;"Yes";2025;2;260000;40000;4084,37483800967;2464,55611926933;1619,28505813867;"BU_APP";202502;"RID_BU_APP_Jambi_202502"
2025-03-01;"Jambi";"Packaging";"Medium";45,8783356480832;0,823042557481824;99,4674301951514;132,934560072054;227359,276283839;0,0378788485874965;8338,8535536692;11068290,2798021;95362,3620337032;NA;68;"Yellow";115,665021090655;3155701858383,15;1789943273818,89;1366016773448,58;"No";2025;3;260000;40000;3155,70185838315;1789,94327381889;1366,01677344858;"BU_APP";202503;"RID_BU_APP_Jambi_202503"
2025-04-01;"Jambi";"Tissue";"Low";26,473740574413;0,691220850437643;107,41570013278;125,741646269054;253249,982399042;0,0192649104184571;5131,01482458633;15698431,291827;106190,388354357;22,6807566569895;47;"Red";85,4737148554544;2597546013926,95;2030499859821,12;566645613064,617;"Yes";2025;4;260000;40000;2597,54601392695;2030,49985982112;566,645613064617;"BU_APP";202504;"RID_BU_APP_Jambi_202504"
2025-05-01;"Jambi";"Tissue";"Medium";58,7192065708907;0,607286291294534;117,57306048085;101,462860253231;195896,478864567;0,0428229652158045;7038,78918096845;11534541,9790247;82466,944725381;29,4691841642931;64;"Yellow";104,499493981234;2456529949686,33;1547429689929,14;908799954305,893;"Yes";2025;5;260000;40000;2456,52994968633;1547,42968992914;908,799954305893;"BU_APP";202505;"RID_BU_APP_Jambi_202505"
2025-06-01;"Jambi";"Tissue";"Medium";68,7869473697435;0,668118144570243;114,608743240437;83,9339864850843;232143,678578223;0,0441941249922282;9044,05506674126;14237956,4312571;97418,5351424156;25,1148454033355;59;"Red";76,64551086313;2135132500592,9;1702463006030,83;431968231983,105;"Yes";2025;6;260000;40000;2135,1325005929;1702,46300603083;431,968231983105;"BU_APP";202506;"RID_BU_APP_Jambi_202506"
2025-07-01;"Jambi";"Tissue";"Medium";90,6553306543665;0,50361128940991;97,4645461750653;99,2099676615493;187427,81971087;0,0351708611135214;7203,94949954751;10191475,5155483;78633,6901708151;64,1234668957158;60;"Red";91,793233154759;2064552666528,97;1301316129800,44;764037134522,755;"Yes";2025;7;260000;40000;2064,55266652897;1301,31612980043;764,037134522755;"BU_APP";202507;"RID_BU_APP_Jambi_202507"
2025-08-01;"Jambi";"Tissue";"Low";76,9658037666786;0,595595049179275;110,265233907003;129,42159073945;201290,811526844;0,0511901052530183;9631,78234094148;9814866,01489435;84642,6331805091;80,6039209299996;63;"Yellow";124,088321833134;2997340680335,5;1669340019143,07;1327943527052,34;"Yes";2025;8;260000;40000;2997,3406803355;1669,34001914307;1327,94352705234;"BU_APP";202508;"RID_BU_APP_Jambi_202508"
2025-09-01;"Jambi";"Tissue";"High";4,20291292986971;0,724283124478564;124,251065943928;117,922897784794;205207,060065328;0,0139339672683177;2979,1818997222;12966041,9689488;85954,2524904936;27,3286112102918;59;"Red";85,5328094617446;2106232364252,7;1758297460874,64;347027911486,983;"Yes";2025;9;260000;40000;2106,2323642527;1758,29746087464;347,027911486983;"BU_APP";202509;"RID_BU_APP_Jambi_202509"
2025-10-01;"Jambi";"Printing";"Medium";66,4505954745947;0,810656708490346;125,480472725709;151,560627040868;209837,507217002;0,0452260665435981;9124,7921894318;9176287,92166775;89081,042066043;111,214048654754;80;"Yellow";119,524909280211;3009697081643,74;1998200120694,21;1010234771408,3;"Yes";2025;10;260000;40000;3009,69708164374;1998,20012069421;1010,2347714083;"BU_APP";202510;"RID_BU_APP_Jambi_202510"
2025-11-01;"Jambi";"Packaging";"Medium";43,2465951044663;0,734257347527519;127,934711953047;90,0072767288639;230895,126689642;0,0341262101728062;5847,97175669757;14544826,828548;97160,8997109442;29,5167775631465;48;"Red";123,930359281564;3433789920841,16;1860529551193,99;1572736444058,92;"Yes";2025;11;260000;40000;3433,78992084116;1860,52955119399;1572,73644405892;"BU_APP";202511;"RID_BU_APP_Jambi_202511"
2025-12-01;"Jambi";"Printing";"Medium";70,2870303826615;0,712135683950462;132,394813039934;144,839569581693;242514,025697874;0,0206944846032;4166,51883588994;14456814,3385792;102276,331807771;60,0782248475831;53;"Red";117,617857281494;3422877607595,17;2331315674294,3;1090912287967,68;"Yes";2025;12;260000;40000;3422,87760759517;2331,31567429429;1090,91228796768;"BU_APP";202512;"RID_BU_APP_Jambi_202512"
2026-01-01;"Jambi";"Tissue";"High";35,2312623899367;0,663824848095635;93,7532721990908;75,6456668305544;211993,193914016;0,0298714651363179;5367,32532576672;10177519,6335934;88822,5929964217;34,7768818414825;66;"Yellow";110,039782877419;2799322203574,67;1306021316182,54;1493545843741,05;"No";2026;1;260000;40000;2799,32220357467;1306,02131618254;1493,54584374105;"BU_APP";202601;"RID_BU_APP_Jambi_202601"
2010-01-01;"Kaltim";"Tissue";"High";30,4736076169206;0,705190244070681;123,034283645966;120,132379774336;225850,110999876;0,0230127637529106;4733,98710261323;12803773,3831692;95420,6822322954;38,1791221164426;60;"Red";129,842053606035;3518981066325;1938194554693,48;1580707040228,24;"Yes";2010;1;260000;40000;3518,981066325;1938,19455469348;1580,70704022824;"BU_APP";201001;"RID_BU_APP_Kaltim_201001"
2010-02-01;"Kaltim";"Packaging";"Medium";16,821861315026;0,591706991284385;98,5425747977375;144,362652779651;195923,403872267;0,030617486049001;5886,70128786725;8929874,73692603;82234,113400593;34,5887724023842;82;"Green";111,431173857514;2619836985557,57;1587679811323,17;1032319836579,52;"No";2010;2;260000;40000;2619,83698555757;1587,67981132317;1032,31983657952;"BU_APP";201002;"RID_BU_APP_Kaltim_201002"
2010-03-01;"Kaltim";"Tissue";"High";58,0260239213206;0,878284116650486;97,5874444391702;83,5679750737527;217832,044599451;0,0222710121548879;5771,04322415948;12628519,9733802;91398,5365351188;18,7515123800561;60;"Red";98,9404104210658;2586287027463,56;1423231923006;1163402808919,8;"Yes";2010;3;260000;40000;2586,28702746356;1423,231923006;1163,4028089198;"BU_APP";201003;"RID_BU_APP_Kaltim_201003"
2010-04-01;"Kaltim";"Tissue";"Medium";49,227208927029;0,674174281615763;117,415700695922;82,8850469493399;173643,553285411;0,025694703527229;5074,15795324539;13612298,2244568;72996,7185313907;29,2789898542554;69;"Yellow";98,9862619389318;2062599149941,99;1287441244184,41;775349816146,763;"No";2010;4;260000;40000;2062,59914994199;1287,44124418441;775,349816146763;"BU_APP";201004;"RID_BU_APP_Kaltim_201004"
2010-05-01;"Kaltim";"Packaging";"High";21,7874319809299;0,605669455927517;108,322631737791;128,659224115497;NA;0,0363752271077523;8031,23919748622;11897281,6631996;72592,5467120375;41,9236340916052;79;"Yellow";114,235779879608;2364053795778,62;1411389829075,81;952579584892,352;"No";2010;5;260000;40000;2364,05379577862;1411,38982907581;952,579584892352;"BU_APP";201005;"RID_BU_APP_Kaltim_201005"
2010-06-01;"Kaltim";"Printing";"Low";26,2540408371801;0,835828893096606;134,654044369919;106,022107733677;NA;0,0271640040487265;6562,65539931479;12168248,41668;80766,7741908423;22,034075307733;70;"Yellow";115,031522394195;2671670064441,98;1698909989182;973007568551,897;"No";2010;6;260000;40000;2671,67006444198;1698,909989182;973,007568551897;"BU_APP";201006;"RID_BU_APP_Kaltim_201006"
2010-07-01;"Kaltim";"Tissue";"Medium";42,4803272624991;0,69979003512398;102,411505685221;105,172678989383;220261,53043378;0,0209673147708699;5088,57677218872;13522131,6871051;92265,7489187746;41,2842698567413;51;"Red";112,530523415366;2974337436957,94;1604393708326,38;1369903065000,5;"Yes";2010;7;260000;40000;2974,33743695794;1604,39370832638;1369,9030650005;"BU_APP";201007;"RID_BU_APP_Kaltim_201007"
2010-08-01;"Kaltim";"Printing";"Low";84,6324036870027;0,848839897515977;113,083796723869;123,205376420559;NA;0,0389761078612138;7321,69922866196;12151610,6637737;89575,8350904297;40,7881121654436;60;"Red";112,674983197859;2871723319688,18;1749636316031,84;1122270631569,48;"Yes";2010;8;260000;40000;2871,72331968818;1749,63631603184;1122,27063156948;"BU_APP";201008;"RID_BU_APP_Kaltim_201008"
2010-09-01;"Kaltim";"Tissue";"Low";37,4773316756753;0,69778836842864;72,3610444352747;124,003901642873;179403,660810697;0,0396330728745885;5900,42216424105;10504285,6433664;75014,370578614;17,2081011095445;73;"Yellow";113,893072639112;2451940100692,25;1152152324296,83;1299643828532,18;"No";2010;9;260000;40000;2451,94010069225;1152,15232429683;1299,64382853218;"BU_APP";201009;"RID_BU_APP_Kaltim_201009"
2010-10-01;"Kaltim";"Tissue";"Medium";52,2506220307534;0,73393264876634;117,785211273599;110,872023656048;214482,769496156;0,0377468795185279;5934,17433473973;12685081,7089017;90039,2524123993;47,0124544278892;55;"Red";111,196740359472;2861974179749,33;1743202240388,6;1118836212406,82;"Yes";2010;10;260000;40000;2861,97417974933;1743,2022403886;1118,83621240682;"BU_APP";201010;"RID_BU_APP_Kaltim_201010"
2010-11-01;"Kaltim";"Tissue";"Low";60,3956971727524;0,565526333122076;82,9507698722437;94,283938456617;175557,500931922;0,0322039027667274;5654,62794532715;10480362,1404893;74355,4825581485;53,9788113649502;63;"Yellow";112,093202145086;2361456292805,77;1080433914888,98;1281302464817,8;"Yes";2010;11;260000;40000;2361,45629280577;1080,43391488898;1281,3024648178;"BU_APP";201011;"RID_BU_APP_Kaltim_201011"
2010-12-01;"Kaltim";"Packaging";"Medium";38,7801391677525;0,902786362104214;93,0065544018776;132,982105076942;193043,04379618;0,0240352309189099;5310,51876267266;11015496,7527057;81466,1727184148;27,2534080667555;66;"Yellow";99,0004258576484;2293361225361,42;1460344871850,26;833155782014,444;"No";2010;12;260000;40000;2293,36122536142;1460,34487185026;833,155782014444;"BU_APP";201012;"RID_BU_APP_Kaltim_201012"
2011-01-01;"Kaltim";"Tissue";"High";35,8364872238557;0,763544734522816;87,1330413537487;89,6114434817783;223549,233821572;0,0233287594663765;3436,57999268433;17615244,5061572;93970,2433389983;15,0244298568147;50;"Red";108,586500625186;2912931482175,11;1384221006868,11;1529024789200,83;"Yes";2011;1;260000;40000;2912,93148217511;1384,22100686811;1529,02478920083;"BU_APP";201101;"RID_BU_APP_Kaltim_201101"
2011-02-01;"Kaltim";"Tissue";"High";59,7442425685335;0,782003733703058;70;107,078001491899;227153,615610482;0,0184662362732405;2987,10940442285;9971794,47047191;95220,7296746232;15,4729005400055;76;"Yellow";117,056758584812;3190783913301,99;1329586987762,6;1861336273159,65;"No";2011;2;260000;40000;3190,78391330199;1329,5869877626;1861,33627315965;"BU_APP";201102;"RID_BU_APP_Kaltim_201102"
2011-03-01;"Kaltim";"Packaging";"Medium";52,2180106344239;0,789720599134482;70;144,774341664168;221411,830047731;0,0184311071431473;3958,64142060416;9531273,52442803;93344,3976502751;40,7811331296657;64;"Yellow";92,1424990607508;2448172721065,46;1506733345787,03;941301505313,252;"No";2011;3;260000;40000;2448,17272106546;1506,73334578703;941,301505313252;"BU_APP";201103;"RID_BU_APP_Kaltim_201103"
2011-04-01;"Kaltim";"Tissue";"Medium";53,4253546824802;0,702291501871336;103,515175014448;123,658255769739;229414,151622345;0,0268054325627034;6963,13824974452;14217313,7524595;96229,2007368725;NA;60;"Red";112,067694445884;3085189805468,95;1791803194981,35;1293401055201,17;"Yes";2011;4;260000;40000;3085,18980546895;1791,80319498135;1293,40105520117;"BU_APP";201104;"RID_BU_APP_Kaltim_201104"
2011-05-01;"Kaltim";"Packaging";"Medium";57,5856016951535;0,539715291476616;109,889345071249;109,214979009735;150341,242576553;0,0405584932824044;4931,95507274521;15023276,9340586;63462,3291011223;NA;62;"Yellow";117,3470616491;2117052367323,97;1163792332229,96;953263007358,819;"No";2011;5;260000;40000;2117,05236732397;1163,79233222996;953,263007358819;"BU_APP";201105;"RID_BU_APP_Kaltim_201105"
2011-06-01;"Kaltim";"Packaging";"Medium";40,5669686237087;0,743058491360677;123,003803329513;125,476758748543;214722,68455117;0,0354126128268982;8055,80055620134;13726345,8737211;88850,6853601636;28,2409481387697;46;"Red";116,978181049943;3014144288274,79;1878206072035,35;1135809426188,52;"Yes";2011;6;260000;40000;3014,14428827479;1878,20607203535;1135,80942618852;"BU_APP";201106;"RID_BU_APP_Kaltim_201106"
2011-07-01;"Kaltim";"Packaging";"Medium";37,0610910335241;0,922104651693301;82,0949595087058;128,542604205978;228868,089951004;0,0351454386590208;8526,0748280982;11861638,761338;96757,0362577858;43,4295836990761;64;"Yellow";104,578117373982;2872151276886,62;1598035903186,26;1274310788000,17;"No";2011;7;260000;40000;2872,15127688662;1598,03590318626;1274,31078800017;"BU_APP";201107;"RID_BU_APP_Kaltim_201107"
2011-08-01;"Kaltim";"Tissue";"High";11,4201936856592;0,85311002752572;117,901771954051;82,2765270585244;228182,290740273;0,0280626955770858;7051,72894960118;13839908,4985147;95279,6911583147;55,3263407252175;51;"Red";101,73834263297;2785786569373,19;1694093956664,97;1092061404532,76;"Yes";2011;8;260000;40000;2785,78656937319;1694,09395666497;1092,06140453276;"BU_APP";201108;"RID_BU_APP_Kaltim_201108"
2011-09-01;"Kaltim";"Packaging";"Medium";66,7556301342103;0,692485228505733;103,539680279378;107,726264019927;189910,007955097;0,0357936681363824;7676,28939634903;12712754,3094655;79820,7690915514;24,4177436702537;75;"Yellow";105,286594075779;2399397350219,56;1411654937966,26;987442283983,965;"No";2011;9;260000;40000;2399,39735021956;1411,65493796626;987,442283983965;"BU_APP";201109;"RID_BU_APP_Kaltim_201109"
2011-10-01;"Kaltim";"Packaging";"Low";38,0562059241462;0,789207764308946;76,6598620074196;141,202404380449;222305,138510118;0,0281991190051465;6116,08485873273;10951498,8662451;93448,4524353959;73,8767327464787;61;"Yellow";114,014872678778;3041531047568,31;1563867327189,07;1477809558877,01;"Yes";2011;10;260000;40000;3041,53104756831;1563,86732718907;1477,80955887701;"BU_APP";201110;"RID_BU_APP_Kaltim_201110"
2011-11-01;"Kaltim";"Printing";"Medium";57,3490630873216;0,74790802189926;106,681438002932;114,870585549668;178473,657123911;0,040346264685409;8619,82941494494;11948459,4644788;74778,8412294117;30,7347028997973;71;"Yellow";97,3161542850023;2084204394297,5;1386566183748,2;697562039960,224;"No";2011;11;260000;40000;2084,2043942975;1386,5661837482;697,562039960224;"BU_APP";201111;"RID_BU_APP_Kaltim_201111"
2011-12-01;"Kaltim";"Printing";"Low";43,7733431640008;0,759897084275745;102,059142070484;111,950032552592;204950,681183094;0,0401542492623484;7550,79122560566;10759744,2768501;86515,3526900363;NA;69;"Yellow";102,234605516644;2514366244934,53;1529976549178,16;984343627398,803;"No";2011;12;260000;40000;2514,36624493453;1529,97654917816;984,343627398803;"BU_APP";201112;"RID_BU_APP_Kaltim_201112"
2012-01-01;"Kaltim";"Packaging";"Medium";44,0920860572598;0,856739918106938;105,318967812519;146,285272211349;306792,567484176;0,0279089326480891;7166,56863814241;14795261,5913325;128536,934752646;18,6236141633351;44;"Red";95,3612427840246;3510734461463,13;2590312437746,69;920674519202,882;"Yes";2012;1;260000;40000;3510,73446146313;2590,31243774669;920,674519202882;"BU_APP";201201;"RID_BU_APP_Kaltim_201201"
2012-02-01;"Kaltim";"Printing";"Low";72,2057830004211;0,813266899518238;111,73501680089;101,017135406645;202014,112845218;0,0496719963802952;7974,38858427821;11691152,3239501;85212,3554577095;61,8697254987098;51;"Red";117,309948427169;2843791819131,95;1541863215127;1301882168749,84;"Yes";2012;2;260000;40000;2843,79181913195;1541,863215127;1301,88216874984;"BU_APP";201202;"RID_BU_APP_Kaltim_201202"
2012-03-01;"Kaltim";"Packaging";"Medium";52,5660281552475;0,877143560962134;124,211297388722;130,730097632324;220185,426397468;0,0359726467027881;8772,44965694916;9402818,21979277;91598,9226512288;NA;72;"Yellow";74,414623685121;1966201877557,86;1967894743119,12;-1698353289,25552;"No";2012;3;260000;40000;1966,20187755786;1967,89474311912;-1,69835328925552;"BU_APP";201203;"RID_BU_APP_Kaltim_201203"
2012-04-01;"Kaltim";"Packaging";"Medium";26,1805508334159;0,714202591137578;124,188776065651;128,543204278891;179762,325306159;0,0221057008117009;3038,63115810835;12677032,0622815;75641,2952578996;36,3132564492855;61;"Yellow";108,922743181605;2349624671166,11;1588358737215,09;761272212045,95;"No";2012;4;260000;40000;2349,62467116611;1588,35873721509;761,27221204595;"BU_APP";201204;"RID_BU_APP_Kaltim_201204"
2012-05-01;"Kaltim";"Packaging";"Medium";55,8004586213984;0,793867790349969;87,9075075196311;149,581648929696;227661,596816335;0,0223606420995818;2691,61326643437;8217957,38890659;96071,529000302;30,2801241028917;79;"Yellow";125,173592057808;3419666381654,05;1757325511809,59;1662506806261,34;"No";2012;5;260000;40000;3419,66638165405;1757,32551180959;1662,50680626134;"BU_APP";201205;"RID_BU_APP_Kaltim_201205"
2012-06-01;"Kaltim";"Packaging";"Medium";54,0257428459696;0,804344701487969;110,198636179175;119,897449907305;241088,533732664;0,0358472517882514;6693,5630602756;14795983,2663042;100367,345384329;49,1715988724067;49;"Red";112,242870496883;3247256288404,65;1931577878741,45;1315257696030,25;"Yes";2012;6;260000;40000;3247,25628840465;1931,57787874145;1315,25769603025;"BU_APP";201206;"RID_BU_APP_Kaltim_201206"
